00:00:00, 42.34976250, -71.10633280,
00:00:00, 42.34976450, -71.10633480,
00:00:00, 42.34976650, -71.10633680,
00:00:00, 42.34976850, -71.10633880,
00:00:00, 42.34977050, -71.10634080,
00:00:00, 42.34977250, -71.10634280,
00:00:00, 42.34977450, -71.10634480,
00:00:00, 42.34977650, -71.10634680,
00:00:00, 42.34977850, -71.10634880,
00:00:00, 42.34978050, -71.10635080,
00:00:00, 42.34978250, -71.10635280,
00:00:00, 42.34978450, -71.10635480,
00:00:00, 42.34978650, -71.10635680,
00:00:00, 42.34978850, -71.10635880,
00:00:00, 42.34979050, -71.10636080,
00:00:00, 42.34979250, -71.10636280,
00:00:00, 42.34979450, -71.10636480,
00:00:00, 42.34979650, -71.10636680,
00:00:00, 42.34979850, -71.10636880,
00:00:00, 42.34980050, -71.10637080,
00:00:00, 42.34980250, -71.10637280,
00:00:00, 42.34980450, -71.10637480,
00:00:00, 42.34980650, -71.10637680,
00:00:00, 42.34980850, -71.10637880,
00:00:00, 42.34981050, -71.10638080,
00:00:00, 42.34981250, -71.10638280,
00:00:00, 42.34981450, -71.10638480,
00:00:00, 42.34981650, -71.10638680,
00:00:00, 42.34981850, -71.10638880,
00:00:00, 42.34982050, -71.10639080,
00:00:00, 42.34982250, -71.10639280,
00:00:00, 42.34982450, -71.10639480,
00:00:00, 42.34982650, -71.10639680,
00:00:00, 42.34982850, -71.10639880,
00:00:00, 42.34983050, -71.10640080,
00:00:00, 42.34983250, -71.10640280,
00:00:00, 42.34983450, -71.10640480,
00:00:00, 42.34983650, -71.10640680,
00:00:00, 42.34983850, -71.10640880,
00:00:00, 42.34984050, -71.10641080,
00:00:00, 42.34984250, -71.10641280,
00:00:00, 42.34984450, -71.10641480,
00:00:00, 42.34984650, -71.10641680,
00:00:00, 42.34984850, -71.10641880,
00:00:00, 42.34985050, -71.10642080,
00:00:00, 42.34985250, -71.10642280,
00:00:00, 42.34985450, -71.10642480,
00:00:00, 42.34985650, -71.10642680,
00:00:00, 42.34985850, -71.10642880,
00:00:00, 42.34986050, -71.10643080,
00:00:00, 42.34986250, -71.10643280,
00:00:00, 42.34986450, -71.10643480,
00:00:00, 42.34986650, -71.10643680,
00:00:00, 42.34986850, -71.10643880,
00:00:00, 42.34987050, -71.10644080,
00:00:00, 42.34987250, -71.10644280,
00:00:00, 42.34987450, -71.10644480,
00:00:00, 42.34987650, -71.10644680,
00:00:00, 42.34987850, -71.10644880,
00:00:00, 42.34988050, -71.10645080,
